Speaker,Text,Title,Page Number,Page Heading,Raw
,"what the influence of such pictures have on them. Such pictures are of no  value to any one, and interest only the few who are in most need of having  them kept from them. ",,352,CONCLUSIONS AND RECOMMENDATIONS,"what the influence of such pictures have on them. Such pictures are of no  value to any one, and interest only the few who are in most need of having  them kept from them. "
,,,352,CONCLUSIONS AND RECOMMENDATIONS,"James Christie, "
,,,352,CONCLUSIONS AND RECOMMENDATIONS,Chief Constable. 
,,GUILDFORD ,352,CONCLUSIONS AND RECOMMENDATIONS,GUILDFORD 
,,,352,CONCLUSIONS AND RECOMMENDATIONS,"Chief Constable's Office, "
,,,352,CONCLUSIONS AND RECOMMENDATIONS,"20th May, 1917. "
,"With the opinion of Mr. Roderick Ross, Chief Constable, City of Edinburgh,  I practically agree — there are certain exceptions. I also venture a few  personal observations not referred to in his evidence. ",,352,CONCLUSIONS AND RECOMMENDATIONS,"With the opinion of Mr. Roderick Ross, Chief Constable, City of Edinburgh,  I practically agree — there are certain exceptions. I also venture a few  personal observations not referred to in his evidence. "
,"I am not an opponent of the cinema, but am strongly opposed to the  absence of hygienic conditions in regard to the same. Generally speaking,  the atmosphere is obnoxious and vitiated, the heat developed by the audience  sickly, and the darkness most objectionable. — These defects are very deplor-  able, and should receive stricter attention from the local authorities in the  public interest. Owing to the insufficient ventilation and heat there is  undoubtedly a creation and free distribution of bacteria — a fact proved by  the proprietors themselves in causing the deodorisation of halls by means  of syringes at intervals during the performances. Infantile disease is also  spread in a great number of halls, especially where shops have been converted  into picture houses, to an alarming degree — a point brought to my notice by  several of the medical profession. The properly constructed theatre or  variety house does not require deodorisation ; therefore the majority of  picture palaces are condemned by the precautions and actions of their pro-  prietors. With reference to the darkness (difficult to overcome), it is the  cause of many abuses, and one in particular where young men and young  women attend together, not for the purpose of following the pictures, but,  owing to the darkness, to become spoony, and to work up passions which  may be described as "" initiative immorality."" Cases have been reported to  me of young women who have fallen through having been overcome in the  way related. This kind of vice, to my mind, could be kept more in subjec-  tion if proprietors would administer strict supervision and effective action. ",,352,CONCLUSIONS AND RECOMMENDATIONS,"I am not an opponent of the cinema, but am strongly opposed to the  absence of hygienic conditions in regard to the same. Generally speaking,  the atmosphere is obnoxious and vitiated, the heat developed by the audience  sickly, and the darkness most objectionable. — These defects are very deplor-  able, and should receive stricter attention from the local authorities in the  public interest. Owing to the insufficient ventilation and heat there is  undoubtedly a creation and free distribution of bacteria — a fact proved by  the proprietors themselves in causing the deodorisation of halls by means  of syringes at intervals during the performances. Infantile disease is also  spread in a great number of halls, especially where shops have been converted  into picture houses, to an alarming degree — a point brought to my notice by  several of the medical profession. The properly constructed theatre or  variety house does not require deodorisation ; therefore the majority of  picture palaces are condemned by the precautions and actions of their pro-  prietors. With reference to the darkness (difficult to overcome), it is the  cause of many abuses, and one in particular where young men and young  women attend together, not for the purpose of following the pictures, but,  owing to the darkness, to become spoony, and to work up passions which  may be described as "" initiative immorality."" Cases have been reported to  me of young women who have fallen through having been overcome in the  way related. This kind of vice, to my mind, could be kept more in subjec-  tion if proprietors would administer strict supervision and effective action. "
,"In regard to children going to cinemas at night, I am very much against  it, as, from my own experience, I am certain it affects their sleep and natural  development. Would advocate special halls and pictures for them. ",,352,CONCLUSIONS AND RECOMMENDATIONS,"In regard to children going to cinemas at night, I am very much against  it, as, from my own experience, I am certain it affects their sleep and natural  development. Would advocate special halls and pictures for them. "
,"The cinema has, no doubt, attracted many who would otherwise have  resorted to the public-house, and especially the men — the women who fre-  quent public-houses are not, from my observations, patronisers of the picture  palace. ",,352,CONCLUSIONS AND RECOMMENDATIONS,"The cinema has, no doubt, attracted many who would otherwise have  resorted to the public-house, and especially the men — the women who fre-  quent public-houses are not, from my observations, patronisers of the picture  palace. "
,"I submit that films of an indecent character, as mentioned by the Chief  Constable of Edinburgh, are very few and rare. It does not pay the pro-  ducer of cinema films to produce an immoral picture, because the trade  censorship is always antagonistic to showing it. I agree that the public  patronising the picture houses consists mainly of girls and youths of impres-  sionable age, and that anything suggesting immoral conduct might have a  deleterious effect. Yet, as far as I have acquaintance with the cinema, there  is but little mnuendo, but, unfortunately, a tangible suggestion of crimi-  nality. The Chief Constable of Edinburgh has declared that no case has  come to his knowledge of boys attempting to emulate the criminal example  as shown to them on the films. This is entirely opposed to my own experi-  ence, where boys actually committed robberies, not for profit, but in order  to copy the exploits shown upon the screen. In consequence I am entirely  against films dealing with thefts or criminal acts. ",,352,CONCLUSIONS AND RECOMMENDATIONS,"I submit that films of an indecent character, as mentioned by the Chief  Constable of Edinburgh, are very few and rare. It does not pay the pro-  ducer of cinema films to produce an immoral picture, because the trade  censorship is always antagonistic to showing it. I agree that the public  patronising the picture houses consists mainly of girls and youths of impres-  sionable age, and that anything suggesting immoral conduct might have a  deleterious effect. Yet, as far as I have acquaintance with the cinema, there  is but little mnuendo, but, unfortunately, a tangible suggestion of crimi-  nality. The Chief Constable of Edinburgh has declared that no case has  come to his knowledge of boys attempting to emulate the criminal example  as shown to them on the films. This is entirely opposed to my own experi-  ence, where boys actually committed robberies, not for profit, but in order  to copy the exploits shown upon the screen. In consequence I am entirely  against films dealing with thefts or criminal acts. "
,"In my opinion, the cinema to-day is not used sufficiently for educational  purposes. Unfortimately, it mainly consists of frivolous comedy or bald ",,352,CONCLUSIONS AND RECOMMENDATIONS,"In my opinion, the cinema to-day is not used sufficiently for educational  purposes. Unfortimately, it mainly consists of frivolous comedy or bald "
